kum	 verb-pres 	kum	Intransitive:    (archaic) To die ; Compare 'gum
dro	 verb-fut 	dro	Intransitive:  Involuntary:   To be warm ; To heat up, warm because of sunlight, fire &c. ; To be hot ;
gdang	 verb-pres 	gdang	Transitive:  Voluntary:   To gape, to open wide (the mouth and nostrils), to stretch ; To open widely, to open mouth [sic], to cure a disease ; For an opening to open wide ; To open ;
gdangs	 verb-past 	gdang	Transitive:  Voluntary:   To gape, to open wide (the mouth and nostrils), to stretch ; To open widely, to open mouth [sic], to cure a disease ; For an opening to open wide ; To open ;
gdang	 verb-fut 	gdang	Transitive:  Voluntary:   To gape, to open wide (the mouth and nostrils), to stretch ; To open widely, to open mouth [sic], to cure a disease ; For an opening to open wide ; To open ;
gda'	 verb-pres 	gda'	Intransitive:    (honorific) 1. To be, to be there. 2. (with terminative infinitive of another verb) Expresses possibility of being or of doing ; To stay, remain, exist ;
gda'	 verb-past 	gda'	Intransitive:    (honorific) 1. To be, to be there. 2. (with terminative infinitive of another verb) Expresses possibility of being or of doing ; To stay, remain, exist ;
gda'	 verb-fut 	gda'	Intransitive:    (honorific) 1. To be, to be there. 2. (with terminative infinitive of another verb) Expresses possibility of being or of doing ; To stay, remain, exist ;
gdal	 verb-pres 	gdal	Transitive:  Voluntary:   To spread forth, to expend ; To give away wealth, to cause to spread over, cover up ; 1. To spread out. 2. To increase area by flattening ; To spread, lay out ;
bdal(d)	 verb-past 	gdal	Transitive:  Voluntary:   To spread forth, to expend ; To give away wealth, to cause to spread over, cover up ; 1. To spread out. 2. To increase area by flattening ; To spread, lay out ;
bdal	 verb-fut 	gdal	Transitive:  Voluntary:   To spread forth, to expend ; To give away wealth, to cause to spread over, cover up ; 1. To spread out. 2. To increase area by flattening ; To spread, lay out ;
gdal	 verb-pres 	gdal	Intransitive:  Involuntary:   To spread, pervade ;
gdal	 verb-past 	gdal	Intransitive:  Involuntary:   To spread, pervade ;
gdal	 verb-fut 	gdal	Intransitive:  Involuntary:   To spread, pervade ;
gdas	 verb-pres 	gdas	Transitive:  Voluntary:   To speak ; To speak, request, understand ;
gdas	 verb-past 	gdas	Transitive:  Voluntary:   To speak ; To speak, request, understand ;
gdas	 verb-fut 	gdas	Transitive:  Voluntary:   To speak ; To speak, request, understand ;
gdu	 verb-pres 	gdu	Transitive:  Voluntary:   1. To stir up together, to mingle, mix up, to mix up drugs. 2. To covet, to hanker after ; To boil for a long time (water &c.) ; 1. To make thick by boiling. 2. (dialect) To desire, crave ;
gdus	 verb-past 	gdu	Transitive:  Voluntary:   1. To stir up together, to mingle, mix up, to mix up drugs. 2. To covet, to hanker after ; To boil for a long time (water &c.) ; 1. To make thick by boiling. 2. (dialect) To desire, crave ;
gdu	 verb-fut 	gdu	Transitive:  Voluntary:   1. To stir up together, to mingle, mix up, to mix up drugs. 2. To covet, to hanker after ; To boil for a long time (water &c.) ; 1. To make thick by boiling. 2. (dialect) To desire, crave ;
gdu	 verb-pres 	gdu	Intransitive:  Involuntary:   1. To continue in a rolling boil. 2. To very quickly move back and forth (of water) ;
gdus	 verb-past 	gdu	Intransitive:  Involuntary:   1. To continue in a rolling boil. 2. To very quickly move back and forth (of water) ;
gdu	 verb-fut 	gdu	Intransitive:  Involuntary:   1. To continue in a rolling boil. 2. To very quickly move back and forth (of water) ;
gdung	 verb-pres 	gdung	Intransitive:  Voluntary:   To be pained by physical causes, to be tormented, to be scorched ; To torment, to cause to suffer, to harm ; To suffer, to produce suffering ; To suffer from pain or heat ;{:tag :ref, :attrs nil, :content ["(Beyer 1992: 84)"]}
gdungs	 verb-past 	gdung	Intransitive:  Voluntary:   To be pained by physical causes, to be tormented, to be scorched ; To torment, to cause to suffer, to harm ; To suffer, to produce suffering ; To suffer from pain or heat ;{:tag :ref, :attrs nil, :content ["(Beyer 1992: 84)"]}
gdung	 verb-fut 	gdung	Intransitive:  Voluntary:   To be pained by physical causes, to be tormented, to be scorched ; To torment, to cause to suffer, to harm ; To suffer, to produce suffering ; To suffer from pain or heat ;{:tag :ref, :attrs nil, :content ["(Beyer 1992: 84)"]}
gdung	 verb-pres 	gdung	Intransitive:  Involuntary:   To desire, to long for ; To love, to be fond of ; To strongly wish for, desire ;{:tag :ref, :attrs nil, :content ["(Beyer 1992: 84)"]}
gdung	 verb-past 	gdung	Intransitive:  Involuntary:   To desire, to long for ; To love, to be fond of ; To strongly wish for, desire ;{:tag :ref, :attrs nil, :content ["(Beyer 1992: 84)"]}
gdung	 verb-fut 	gdung	Intransitive:  Involuntary:   To desire, to long for ; To love, to be fond of ; To strongly wish for, desire ;{:tag :ref, :attrs nil, :content ["(Beyer 1992: 84)"]}
gdeng	 verb-pres 	gdeng	Transitive:  Voluntary:   To raise, to lift ; To raise something for hitting, to cause a weapon [sic] ; To raise up, lift up, brandish ; To raise, preparing to strike ;
gdengs	 verb-past 	gdeng	Transitive:  Voluntary:   To raise, to lift ; To raise something for hitting, to cause a weapon [sic] ; To raise up, lift up, brandish ; To raise, preparing to strike ;
gdeng	 verb-fut 	gdeng	Transitive:  Voluntary:   To raise, to lift ; To raise something for hitting, to cause a weapon [sic] ; To raise up, lift up, brandish ; To raise, preparing to strike ;
gdon	 verb-pres 	gdon	  
gdon(d)	 verb-past 	gdon	  
gdon	 verb-fut 	gdon	  
bdag	 verb-pres 	bdag	Intransitive:  Involuntary:   To own, belong to, preserve ; To own, to have power over ;
bdag	 verb-past 	bdag	Intransitive:  Involuntary:   To own, belong to, preserve ; To own, to have power over ;
bdag	 verb-fut 	bdag	Intransitive:  Involuntary:   To own, belong to, preserve ; To own, to have power over ;
bdam	 verb-pres 	bdam	Transitive:  Voluntary:   To ask a superior about a secret, hidden affair, to speak to a person about a secret matter ;
bdams	 verb-past 	bdam	Transitive:  Voluntary:   To ask a superior about a secret, hidden affair, to speak to a person about a secret matter ;
bdam	 verb-fut 	bdam	Transitive:  Voluntary:   To ask a superior about a secret, hidden affair, to speak to a person about a secret matter ;
bda'	 verb-pres 	bda'	Intransitive:    To crave food ;
bda'	 verb-past 	bda'	Intransitive:    To crave food ;
bda'	 verb-fut 	bda'	Intransitive:    To crave food ;
bdar	 verb-pres 	bdar	Transitive:  Voluntary:   (archaic) 1. To adjust exactly, adjust in a very accurate manner. 2. To pray earnestly (in casting lots and in divination). 3. To grind, polish, rub, file ; 1. To prove a statement by interrogating whether it is true or false. 2. To make clean by sweeping. 3. To grind ; 1. To speak words which pass judgment. 2. To arrange and then invite. 3. To plane, and sand ; 1. To arrange. 2. To [go] in front.  3. To speak. 4. To plane, file, grind finely. 5. To clean off, wipe, rub ;{:tag :ref, :attrs nil, :content ["(Beyer 1992: 75)"]}
bdar(d)	 verb-past 	bdar	Transitive:  Voluntary:   (archaic) 1. To adjust exactly, adjust in a very accurate manner. 2. To pray earnestly (in casting lots and in divination). 3. To grind, polish, rub, file ; 1. To prove a statement by interrogating whether it is true or false. 2. To make clean by sweeping. 3. To grind ; 1. To speak words which pass judgment. 2. To arrange and then invite. 3. To plane, and sand ; 1. To arrange. 2. To [go] in front.  3. To speak. 4. To plane, file, grind finely. 5. To clean off, wipe, rub ;{:tag :ref, :attrs nil, :content ["(Beyer 1992: 75)"]}
bdar	 verb-fut 	bdar	Transitive:  Voluntary:   (archaic) 1. To adjust exactly, adjust in a very accurate manner. 2. To pray earnestly (in casting lots and in divination). 3. To grind, polish, rub, file ; 1. To prove a statement by interrogating whether it is true or false. 2. To make clean by sweeping. 3. To grind ; 1. To speak words which pass judgment. 2. To arrange and then invite. 3. To plane, and sand ; 1. To arrange. 2. To [go] in front.  3. To speak. 4. To plane, file, grind finely. 5. To clean off, wipe, rub ;{:tag :ref, :attrs nil, :content ["(Beyer 1992: 75)"]}
bdug	 verb-pres 	bdug	Transitive:  Voluntary:   To fumigate, to burn incense, to wing the censor ; To burn incense, to fumigate ; To waft, spread (smoke, smells) ; [To fumigate] ;
bdugs	 verb-past 	bdug	Transitive:  Voluntary:   To fumigate, to burn incense, to wing the censor ; To burn incense, to fumigate ; To waft, spread (smoke, smells) ; [To fumigate] ;
bdug	 verb-fut 	bdug	Transitive:  Voluntary:   To fumigate, to burn incense, to wing the censor ; To burn incense, to fumigate ; To waft, spread (smoke, smells) ; [To fumigate] ;
bdung	 verb-pres 	bdung	Transitive:  Voluntary:   To pull a bow string ; To bend down a bow with an arrow by pulling the string ; To pull a bow string ; To pull, to bend hither ;{:tag :ref, :attrs nil, :content ["CD"]}
bdungs	 verb-past 	bdung	Transitive:  Voluntary:   To pull a bow string ; To bend down a bow with an arrow by pulling the string ; To pull a bow string ; To pull, to bend hither ;{:tag :ref, :attrs nil, :content ["CD"]}
bdung	 verb-fut 	bdung	Transitive:  Voluntary:   To pull a bow string ; To bend down a bow with an arrow by pulling the string ; To pull a bow string ; To pull, to bend hither ;{:tag :ref, :attrs nil, :content ["CD"]}
bdo	 verb-pres 	bdo	Intransitive:  Involuntary:   1. (chiefly in reference to sin and evil) To increase, spread, diffuse. 2. (used with ; To increase, to spread widely ; To spread, fill, multiply ; To increase, spread, fill ;
bdo	 verb-past 	bdo	Intransitive:  Involuntary:   1. (chiefly in reference to sin and evil) To increase, spread, diffuse. 2. (used with ; To increase, to spread widely ; To spread, fill, multiply ; To increase, spread, fill ;
bdo	 verb-fut 	bdo	Intransitive:  Involuntary:   1. (chiefly in reference to sin and evil) To increase, spread, diffuse. 2. (used with ; To increase, to spread widely ; To spread, fill, multiply ; To increase, spread, fill ;
bdog	 verb-pres 	bdog	Intransitive:    (generally with ; To have ;
bdog	 verb-past 	bdog	Intransitive:    (generally with ; To have ;
bdog	 verb-fut 	bdog	Intransitive:    (generally with ; To have ;
bdod	 verb-pres 	bdod	  
bdod	 verb-past 	bdod	  
bdod	 verb-fut 	bdod	  
mdung	 verb-pres 	mdung	   To sting, to pierce with a spear ;
	 verb-past 	mdung	   To sting, to pierce with a spear ;
	 verb-fut 	mdung	   To sting, to pierce with a spear ;
mdud	 verb-pres 	mdud	Intransitive:  Involuntary:   To untie a knot ; To tie, bind ; To tie, bind ;
mdud	 verb-past 	mdud	Intransitive:  Involuntary:   To untie a knot ; To tie, bind ; To tie, bind ;
mdud	 verb-fut 	mdud	Intransitive:  Involuntary:   To untie a knot ; To tie, bind ; To tie, bind ;
'dag	 verb-pres 	'dag	Intransitive:  Involuntary:   To lick off ; To be clean, to become pure ; To clear away (smell, color &c.). 2. To overstep a nation's law. 3. To disappear once dead ;  To become clean ;{:tag :ref, :attrs nil, :content ["(Beyer 1992: 77)"]}
dag	 verb-past 	'dag	Intransitive:  Involuntary:   To lick off ; To be clean, to become pure ; To clear away (smell, color &c.). 2. To overstep a nation's law. 3. To disappear once dead ;  To become clean ;{:tag :ref, :attrs nil, :content ["(Beyer 1992: 77)"]}
dag	 verb-fut 	'dag	Intransitive:  Involuntary:   To lick off ; To be clean, to become pure ; To clear away (smell, color &c.). 2. To overstep a nation's law. 3. To disappear once dead ;  To become clean ;{:tag :ref, :attrs nil, :content ["(Beyer 1992: 77)"]}
'dang	 verb-pres 	'dang	Intransitive:  Involuntary:   1. To be right, to suit. 2. To come to, to arrive at (Sch.) ; 1. To reach a certain measure. 2. ; To reach a certain number ;
'dangs	 verb-past 	'dang	Intransitive:  Involuntary:   1. To be right, to suit. 2. To come to, to arrive at (Sch.) ; 1. To reach a certain measure. 2. ; To reach a certain number ;
'dang	 verb-fut 	'dang	Intransitive:  Involuntary:   1. To be right, to suit. 2. To come to, to arrive at (Sch.) ; 1. To reach a certain measure. 2. ; To reach a certain number ;
'dad	 verb-pres 	'dad	Transitive:   {:tag :orth, :attrs nil, :content ["gshin las byed pa'i don "]};
'dad	 verb-past 	'dad	Transitive:   {:tag :orth, :attrs nil, :content ["gshin las byed pa'i don "]};
'dad	 verb-fut 	'dad	Transitive:   {:tag :orth, :attrs nil, :content ["gshin las byed pa'i don "]};
'dam	 verb-pres 	'dam	Transitive:  Voluntary:   To entrust, commit to another ;
btam	 verb-past 	'dam	Transitive:  Voluntary:   To entrust, commit to another ;
gtam	 verb-fut 	'dam	Transitive:  Voluntary:   To entrust, commit to another ;
'da'	 verb-pres 	'da'	Intransitive:  Involuntary:   To pass away, to go beyond, to surmount, get the better of ; 1. For time to elapse. 2. For a number to increase, to pass beyond the boundary of a group. 3. To die. 4. For a period of time to be finished. 5. To be superior in a characteristic ; 1. To pass beyond a boundary. 2. For life to finish, to die ;{:tag :ref, :attrs nil, :content ["(Beyer 1992: 77)"]}
'das	 verb-past 	'da'	Intransitive:  Involuntary:   To pass away, to go beyond, to surmount, get the better of ; 1. For time to elapse. 2. For a number to increase, to pass beyond the boundary of a group. 3. To die. 4. For a period of time to be finished. 5. To be superior in a characteristic ; 1. To pass beyond a boundary. 2. For life to finish, to die ;{:tag :ref, :attrs nil, :content ["(Beyer 1992: 77)"]}
'da'	 verb-fut 	'da'	Intransitive:  Involuntary:   To pass away, to go beyond, to surmount, get the better of ; 1. For time to elapse. 2. For a number to increase, to pass beyond the boundary of a group. 3. To die. 4. For a period of time to be finished. 5. To be superior in a characteristic ; 1. To pass beyond a boundary. 2. For life to finish, to die ;{:tag :ref, :attrs nil, :content ["(Beyer 1992: 77)"]}
'dar	 verb-pres 	'dar	Intransitive:  Involuntary:   To shiver, to tremble (usually with cold or fear), to shudder ; 1. For something to very quickly move back and forth. 2. To reverse, change ; To quiver, shake ;
'dar(d)	 verb-past 	'dar	Intransitive:  Involuntary:   To shiver, to tremble (usually with cold or fear), to shudder ; 1. For something to very quickly move back and forth. 2. To reverse, change ; To quiver, shake ;
'dar	 verb-fut 	'dar	Intransitive:  Involuntary:   To shiver, to tremble (usually with cold or fear), to shudder ; 1. For something to very quickly move back and forth. 2. To reverse, change ; To quiver, shake ;
'dal	 verb-pres 	'dal	Intransitive:  Involuntary:   To sink down ; To spread over, to be absorbed, to smudge ; To become larger through soaking with water ; To spread ;
